file1,start1,end1,file2,start2,end2,classification,notes
18687201_0.java,1,10,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,61,70,QS,original implementation of java servelet doPost. Eclipse copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,71,81,QS,original implementation of java servelet doPost. Eclipse copied this code to its code base and cloned over several other methods
18970685_0.java,1,10,lucene-4.3.0/lucene-4.3.0/core/src/java/org/apache/lucene/store/FSDirectory.java,35,44,QS,SO copies from lucene to assist reply.
19567163_0.java,1,10,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/ui/texteditor/AbstractDecoratedTextEditor.java,1351,1360,QS,SO says he copied code from the eclipse class to assist in reply
20470045_0.java,1,12,hibernate-release-4/hibernate-release-4.2.2.Final/project/documentation/src/main/docbook/devguide/en-US/chapters/events/extras/AuditInterceptor.java,16,32,QS,SO question mentions hibernate. same person who submit question later submitted right answer. he says he based on hibernate class to find solution 
20470045_0.java,1,12,hibernate-release-4/hibernate-release-4.2.2.Final/project/documentation/src/main/docbook/devguide/en-US/chapters/events/extras/AuditInterceptor.java,43,58,QS,SO question mentions hibernate. same person who submit question later submitted right answer. he says he based on hibernate class to find solution 
20470045_1.java,1,12,hibernate-release-4/hibernate-release-4.2.2.Final/project/documentation/src/main/docbook/devguide/en-US/chapters/events/extras/AuditInterceptor.java,16,32,QS,SO question mentions hibernate. same person who submit question later submitted right answer. he says he based on hibernate class to find solution 
20470045_1.java,1,12,hibernate-release-4/hibernate-release-4.2.2.Final/project/documentation/src/main/docbook/devguide/en-US/chapters/events/extras/AuditInterceptor.java,43,58,QS,SO question mentions hibernate. same person who submit question later submitted right answer. he says he based on hibernate class to find solution 
20913543_1.java,1,15,spring-framework-3.0.5/spring-framework-3.0.5.RELEASE/projects/org.springframework.beans/src/main/java/org/springframework/beans/factory/support/AutowireUtils.java,30,43,QS,SO posts code from spring to assist in reply
20957626_0.java,1,15,lucene-4.3.0/lucene-4.3.0/core/src/java/org/apache/lucene/search/FieldValueHitQueue.java,49,60,QS,SO claims the code is from hibernate. Qualitas snippet is from lucene. SO answer says the code is from Hibernate-Search sourcecode which is actually from lucene.
22315734_0.java,10,21,hadoop-1/hadoop-1.0.0/src/core/org/apache/hadoop/io/serializer/DeserializerComparator.java,16,26,QS,SO posts code from hadoop to assist in reply
22315734_0.java,10,21,hadoop-1/hadoop-1.0.0/src/core/org/apache/hadoop/io/WritableComparator.java,44,54,QS,SO posts code from hadoop to assist in reply
22692838_1.java,1,16,lucene-4.3.0/lucene-4.3.0/queryparser/src/java/org/apache/lucene/queryparser/classic/QueryParserBase.java,668,680,QS,SO says he based on lucene code to reach solution (from Apache Solr's ClientUtils.escapeQueryChars()).
22692838_1.java,1,16,lucene-4.3.0/lucene-4.3.0/queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/QueryParserUtil.java,59,72,QS,SO says he based on lucene code to reach solution (from Apache Solr's ClientUtils.escapeQueryChars()).
24330611_0.java,180,193,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/TreeCollapseDemo.java,127,138,QS,SO question is about jung. SO answer says he writes solution based on jung code
24330611_0.java,197,213,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/TreeCollapseDemo.java,142,157,QS,SO question is about jung. SO answer says he writes solution based on jung code
24330611_0.java,256,269,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/L2RTreeLayoutDemo.java,170,181,QS,SO question is about jung. SO answer says he writes solution based on jung code
24330611_0.java,256,269,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/RadialTreeLensDemo.java,199,211,QS,SO question is about jung. SO answer says he writes solution based on jung code
24330611_0.java,256,269,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/TreeCollapseDemo.java,199,211,QS,SO question is about jung. SO answer says he writes solution based on jung code
24330611_0.java,256,269,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/TreeLayoutDemo.java,161,172,QS,SO question is about jung. SO answer says he writes solution based on jung code
24330611_0.java,320,333,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/VertexCollapseDemoWithLayouts.java,247,258,QS,SO question is about jung. SO answer says he writes solution based on jung code
249149_0.java,1,11,spring-framework-3.0.5/spring-framework-3.0.5.RELEASE/projects/org.springframework.transaction/src/main/java/org/springframework/jca/cci/core/CciTemplate.java,193,203,QS,SO posts code from springer to assist in reply
2513183_0.java,96,105,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jdt/ui/actions/GenerateToStringAction.java,102,111,QS,SO posts the exact same Eclipse class to assist in reply
2513183_0.java,168,181,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jdt/ui/actions/GenerateToStringAction.java,175,188,QS,SO posts the exact same Eclipse class to assist in reply
25651812_0.java,43,83,jfreechart-1/jfreechart-1.0.13/source/org/jfree/chart/demo/BarChartDemo1.java,56,87,QS,SO copies the exact same example as in the jfreechart code base
25719073_2.java,1,10,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/swt/widgets/Composite.java,481,490,QS,SO copies code from eclipse swt to assist in reply
25775172_0.java,26,35,jfreechart-1/jfreechart-1.0.13/source/org/jfree/chart/demo/BarChartDemo1.java,19,28,QS,SO copies code from jfreechart to assist in reply
6025026_0.java,47,93,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/ShortestPathDemo.java,42,82,QS,SO says he copied code from jung example to find solution
6025026_0.java,70,88,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/ShortestPathDemo.java,58,77,QS,SO says he copied code from jung example to find solution
6025026_0.java,105,114,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/ShortestPathDemo.java,90,99,QS,SO says he copied code from jung example to find solution
6025026_0.java,119,128,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/ShortestPathDemo.java,104,113,QS,SO says he copied code from jung example to find solution
6025026_0.java,137,153,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/ShortestPathDemo.java,121,137,QS,SO says he copied code from jung example to find solution
6025026_0.java,221,230,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/ShortestPathDemo.java,167,176,QS,SO says he copied code from jung example to find solution
6092014_0.java,1,10,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/ui/internal/registry/ViewParameterValues.java,8,17,QS,SO posts code from eclipse to assist in reply
609430_0.java,1,17,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/main/java/org/hibernate/event/internal/DefaultLoadEventListener.java,277,293,QS,SO copies code from hibernate to assist in reply
6722760_1.java,38,56,jgraph-latest-bsd-src/examples/com/jgraph/example/mycellview/MyCellView.java,53,73,QS,SO says he copied and modified code from jgraph to provide solution
6722760_1.java,38,56,jgraph-latest-bsd-src/examples/org/jgraph/example/GroupingRemoving.java,52,70,QS,SO says he copied and modified code from jgraph to provide solution
6722760_1.java,38,56,jgraph-latest-bsd-src/examples/org/jgraph/example/HelloWorld.java,38,56,QS,SO says he copied and modified code from jgraph to provide solution
7099864_1.java,13,27,spring-framework-3.0.5/spring-framework-3.0.5.RELEASE/projects/org.springframework.web.servlet/src/main/java/org/springframework/web/servlet/tags/form/OptionTag.java,84,98,QS,SO question is about spring. SO answer provides solution class that is similar to the one in spring not only in the method that is reported as clones but also other 3 methods in the rest of the class.
8065120_1.java,1,11,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/ui/forms/widgets/FormToolkit.java,287,297,QS,SO copies code from eclipse to assist in reply
8584917_0.java,1,12,poi-3.6-20091214/poi-3.6/src/ooxml/java/org/apache/poi/xssf/usermodel/XSSFCell.java,229,240,QS,SO posts code from apache POI to assist in reply
9003314_0.java,70,83,spring-framework-3.0.5/spring-framework-3.0.5.RELEASE/projects/org.springframework.web/src/main/java/org/springframework/web/bind/WebDataBinder.java,95,108,QS,SO solution says the cloned method is copied from WebDataBinder
968656_1.java,1,11,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jdt/internal/junit/wizards/MethodStubsSelectionButtonGroup.java,207,217,QS,SO posts code from eclipse to assist in reply
968656_1.java,1,11,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jdt/internal/ui/wizards/dialogfields/DialogField.java,36,46,QS,SO posts code from eclipse to assist in reply
10274267_0.java,1,12,hibernate-release-4/hibernate-release-4.2.2.Final/project/documentation/src/main/docbook/devguide/en-US/extras/flush_and_clear_session.java,1,12,QS,answer posts code from hibernate to explain
10289462_0.java,1,45,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/org/apache/jasper/runtime/JspRuntimeLibrary.java,252,296,QS,answer posts code from tomcat to explain
10737817_0.java,1,13,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-entitymanager/src/main/java/org/hibernate/ejb/criteria/QueryStructure.java,78,90,QS,SO copies code from hibernate to assist answer
10774468_0.java,10,69,weka-3-7-9/main/java/weka/core/NormalizableDistance.java,145,204,QS,SO copies code from weka to assist answer
10774468_0.java,42,59,weka-3-7-9/main/java/weka/attributeSelection/ReliefFAttributeEval.java,443,460,QS,SO copies code from weka to assist answer
10774468_0.java,42,59,weka-3-7-9/main/java/weka/clusterers/FarthestFirst.java,181,198,QS,SO copies code from weka to assist answer
10774468_0.java,42,59,weka-3-7-9/main/java/weka/core/NormalizableDistance.java,177,194,QS,SO copies code from weka to assist answer
10777586_0.java,1,15,weka-3-7-9/main/java/weka/core/Instances.java,1078,1092,QS,SO copies code from weka to assist answer
10930216_1.java,1,15,weka-3-7-9/main/java/weka/core/Instances.java,1078,1092,QS,SO copies code from weka to assist answer
11861598_0.java,1,18,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jface/wizard/WizardDialog.java,377,394,QS,SO copies code from eclipse to assist answer
11958726_0.java,53,62,jfreechart-1/jfreechart-1.0.13/source/org/jfree/chart/ChartPanel.java,1253,1262,QS,SO code expands on jfreechart code to allow more features 
12427981_1.java,17,32,apache-log4j-1.2.16/apache-log4j-1.2.16/contribs/JimMoore/LoggingOutputStream.java,32,47,QS,SO posts what he calls a copy and paste solution. the whole class is too similar to log4j to not be copied from there
12936580_0.java,83,94,jfreechart-1/jfreechart-1.0.13/source/org/jfree/chart/renderer/xy/AbstractXYItemRenderer.java,466,477,QS,SO question mentions jfreechart. SO answer says he used code from different classes that seem to be from jfreechart
12936580_0.java,102,113,jfreechart-1/jfreechart-1.0.13/source/org/jfree/chart/renderer/xy/AbstractXYItemRenderer.java,484,495,QS,SO question mentions jfreechart. SO answer says he used code from different classes that seem to be from jfreechart
12936580_0.java,150,187,jfreechart-1/jfreechart-1.0.13/source/org/jfree/chart/renderer/xy/AbstractXYItemRenderer.java,532,569,QS,author asks a question tagging jfreechart
14330686_0.java,1,12,hibernate-release-4/hibernate-release-4.2.2.Final/project/documentation/src/main/docbook/devguide/en-US/extras/flush_and_clear_session.java,1,12,QS,SO answer posts code from hibernate to assist reply
14582029_0.java,1,12,hibernate-release-4/hibernate-release-4.2.2.Final/project/documentation/src/main/docbook/devguide/en-US/extras/flush_and_clear_session.java,1,12,QS,SO answer posts code from hibernate to assist reply
14845581_1.java,1,10,hadoop-1/hadoop-1.0.0/src/mapred/org/apache/hadoop/mapreduce/JobSubmissionFiles.java,46,55,QS,SO answer copies code from hadoop to assist reply
15110171_0.java,2,24,struts2-2.2.1-all/struts-2.2.1/src/xwork-core/src/main/java/com/opensymphony/xwork2/validator/validators/StringLengthFieldValidator.java,4,26,QS,questions tags struts. the whole snippet is too similar not to be a clone from struts
15168494_0.java,1,29,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/main/java/org/hibernate/service/jdbc/connections/internal/ConnectionProviderInitiator.java,65,93,QS,answer posts code from hibernate to assist in reply
15889119_0.java,1,16,jgrapht-0/jgrapht-0.8.1/src/org/jgrapht/experimental/touchgraph/TouchgraphConverter.java,7,22,QS,SO answer copies from jgrapht to assist in reply
16058183_0.java,1,13,jfreechart-1/jfreechart-1.0.13/source/org/jfree/data/KeyToGroupMap.java,18,30,QS,SO answer copies from jfreechart to assist in reply
16180910_0.java,1,14,hadoop-1/hadoop-1.0.0/src/mapred/org/apache/hadoop/mapred/LineRecordReader.java,47,60,QS,SO answer copies from hadoop to assist in reply
16180910_0.java,1,14,hadoop-1/hadoop-1.0.0/src/mapred/org/apache/hadoop/mapreduce/lib/input/LineRecordReader.java,41,54,QS,SO answer copies from jfreechart to assist in reply
18201985_0.java,1,26,poi-3.6-20091214/poi-3.6/src/examples/src/org/apache/poi/ss/examples/CalendarDemo.java,11,36,QS,SO posts code from POI to assist in reply
18232672_0.java,42,63,apache-log4j-1.2.16/apache-log4j-1.2.16/src/main/java/org/apache/log4j/net/SMTPAppender.java,207,228,QS,SO says the code is an extension from log4j
18623736_0.java,1,39,spring-framework-3.0.5/spring-framework-3.0.5.RELEASE/projects/org.springframework.beans/src/main/java/org/springframework/beans/propertyeditors/CustomCollectionEditor.java,33,71,QS,SO posts code from spring to assist in reply
